mmsi,reason,span_km,ping_count,name,type
211544290,stationary,0.008,2,MMSI 211544290,other
211545400,stationary,0.007,4,Dlrg Kiek Ut,other
211546160,stationary,0.001,2,MMSI 211546160,other
211548860,stationary,0.003,2,MMSI 211548860,other
211549010,stationary,0.0,2,Aventura,pleasure
211549360,stationary,0.0,2,Alaska,other
211550190,stationary,0.001,2,MMSI 211550190,pleasure
211552800,stationary,0.048,6,MMSI 211552800,other
211553080,stationary,0.004,28,Falke,other
211555450,stationary,0.007,8,Sl Aland,other
211555840,stationary,0.0,6,June,pleasure
211561650,stationary,0.168,2,MMSI 211561650,other
211562700,stationary,0.001,2,Havelglueck,other
211564200,stationary,0.006,6,Sweet Molly,pleasure
211567350,stationary,0.013,16,Double O Seven,other
211567620,stationary,0.001,2,Big Foot,other
211573280,stationary,0.003,4,Kranslin,other
211574410,stationary,0.0,2,MMSI 211574410,other
211574730,stationary,0.011,4,Kruemel,other
211577790,stationary,0.003,6,Guste Mewes,pleasure
211578340,stationary,0.002,4,Vive La Vie,other
211580350,stationary,0.002,2,MMSI 211580350,other
211583130,stationary,0.003,4,MMSI 211583130,other
211583150,stationary,0.076,18,MMSI 211583150,other
211588410,stationary,0.138,4,MMSI 211588410,other
211589150,stationary,0.008,2,Bluetooth,other
211589990,stationary,0.007,64,MMSI 211589990,other
211590980,stationary,0.001,2,MMSI 211590980,other
211591320,stationary,0.0,2,MMSI 211591320,other
211592060,stationary,0.01,4,Regina Sperling,other
211593080,stationary,0.001,2,MMSI 211593080,other
211596190,stationary,0.001,2,MMSI 211596190,other
211596340,stationary,0.008,78,Second Try,other
211608270,stationary,0.001,2,MMSI 211608270,other
211609030,stationary,0.003,2,Elsa,other
211615790,stationary,0.001,2,Nobile,other
211626560,stationary,0.056,4,MMSI 211626560,other
211626590,stationary,0.002,4,MMSI 211626590,other
211627200,stationary,0.003,2,MMSI 211627200,other
211627250,stationary,0.003,16,MMSI 211627250,other
211628920,stationary,0.003,2,MMSI 211628920,other
211630110,stationary,0.001,2,MMSI 211630110,other
211633540,stationary,0.009,6,MMSI 211633540,other
211635080,stationary,0.14,2,MMSI 211635080,other
211638490,stationary,0.003,2,Nautilus,other
211641090,stationary,0.189,8,MMSI 211641090,other
211641200,stationary,0.002,2,Sy Pili-Pala,other
211645300,stationary,0.016,8,MMSI 211645300,pleasure
211647260,stationary,0.014,8,Aquamarin,other
211647870,stationary,0.007,4,Moi,other
211647910,stationary,0.174,2,MMSI 211647910,other
211647990,stationary,0.003,2,MMSI 211647990,other
211650830,stationary,0.132,2,MMSI 211650830,other
211651950,stationary,0.009,4,Firestarter,other
211655810,stationary,0.0,2,Sailaway,other
211656340,stationary,0.004,2,Dauntless,other
211657080,stationary,0.003,2,Legrema,other
211657540,stationary,0.008,14,MMSI 211657540,other
211659940,stationary,0.0,2,MMSI 211659940,other
211662170,stationary,0.02,432,MMSI 211662170,other
211663550,stationary,0.002,2,MMSI 211663550,other
211663570,stationary,0.033,2,Molch,other
211663860,stationary,0.0,2,Spandavia,other
211664810,stationary,0.082,4,MMSI 211664810,other
211667960,stationary,0.004,4,MMSI 211667960,other
211668220,stationary,0.002,2,MMSI 211668220,other
211670730,stationary,0.0,2,MMSI 211670730,other
211671300,stationary,0.001,2,MMSI 211671300,other
211672440,stationary,0.06,24,MMSI 211672440,other
211673830,stationary,0.0,2,Dlrg Luebeck,other
211675280,stationary,0.005,36,Henne,other
211676250,stationary,0.003,2,Anakiwa,other
211680660,stationary,0.014,6,Legrema,pleasure
211682170,stationary,0.001,2,Joker,pleasure
211684800,stationary,0.0,2,MMSI 211684800,other
211685490,stationary,0.003,2,MMSI 211685490,other
211691420,stationary,0.025,4,Carmen K.,other
211698790,stationary,0.026,2,MMSI 211698790,other
211701820,stationary,0.009,2,MMSI 211701820,other
211705050,stationary,0.004,4,Saphir,pleasure
211705350,stationary,0.002,2,MMSI 211705350,other
211705550,stationary,0.008,12,Relax,other
211709370,stationary,0.046,6,Seeadler,other
211711650,stationary,0.003,4,MMSI 211711650,other
211713390,stationary,0.006,18,Frigg,other
211714340,stationary,0.002,2,Open-End,other
211716810,stationary,0.006,16,MMSI 211716810,other
211722690,stationary,0.032,2,Albatros,other
211723520,stationary,0.015,68,Doggerbank,other
211724460,stationary,0.001,2,MMSI 211724460,other
211725480,stationary,0.002,6,Juist,other
211728310,stationary,0.006,12,Lena,other
211740780,stationary,0.0,2,Di Lucca,pleasure
211745580,stationary,0.001,2,Josie,pleasure
211746250,stationary,0.001,2,Wusel,other
211750990,stationary,0.009,8,MMSI 211750990,other
211754100,stationary,0.001,2,MMSI 211754100,other
211754270,stationary,0.002,2,MMSI 211754270,other
211754320,stationary,0.001,2,Widder,other
211754840,stationary,0.005,20,MMSI 211754840,other
211755400,stationary,0.003,4,Eised 2,other
211759150,stationary,0.003,2,Aniwa,other
211760700,stationary,0.003,2,MMSI 211760700,other
211761920,stationary,0.038,12,Grosser Kurfuerst,other
211762680,stationary,0.001,2,Giudecca,other
211762930,stationary,0.069,2,Sirius,pleasure
211763380,stationary,0.001,4,MMSI 211763380,other
211765010,stationary,0.003,4,Suzanne,pleasure
211765550,stationary,0.016,16,MMSI 211765550,other
211768770,stationary,0.152,4,Ca Roule,other
211768950,stationary,0.001,2,MMSI 211768950,other
211770140,stationary,0.099,2,MMSI 211770140,other
211771020,stationary,0.002,2,Thanjo,pleasure
211773580,stationary,0.068,4,MMSI 211773580,other
211776600,stationary,0.001,2,MMSI 211776600,other
211777560,stationary,0.003,2,MMSI 211777560,other
211777830,stationary,0.011,26,MMSI 211777830,other
211778450,stationary,0.069,10,MMSI 211778450,other
211779540,stationary,0.001,2,MMSI 211779540,other
211781900,stationary,0.005,2,Bagger Stier,dredger
211783880,stationary,0.043,22,Susanne,other
211786420,stationary,0.001,2,MMSI 211786420,other
211788920,stationary,0.01,4,Xerxes,other
211789550,stationary,0.008,12,Lycka,other
211796470,stationary,0.001,2,MMSI 211796470,other
211797580,stationary,0.002,6,Flexi,other
211800140,stationary,0.122,2,MMSI 211800140,other
211800180,stationary,0.002,2,MMSI 211800180,other
211801230,stationary,0.002,2,Offline,other
211803020,stationary,0.003,2,Aurelia,other
211803340,stationary,0.004,6,My Eyes Delight,other
211806020,stationary,0.053,4,Yolo,pleasure
211806910,stationary,0.004,2,Biene,other
211807030,stationary,0.053,8,MMSI 211807030,other
211809910,stationary,0.006,2,Alita,other
211810110,stationary,0.039,4,MMSI 211810110,other
211811600,stationary,0.003,6,Mio,pleasure
211812750,stationary,0.005,2,Flinthoern,pleasure
211814730,stationary,0.046,6,MMSI 211814730,pleasure
211816290,stationary,0.001,4,MMSI 211816290,other
211817610,stationary,0.0,2,Margaretha,other
211821310,stationary,0.0,2,MMSI 211821310,other
211822990,stationary,0.181,2070,Schwebefaehre,other
211828110,stationary,0.001,2,Watenstedt,other
211830650,stationary,0.006,2,Nahua,pleasure
211834230,stationary,0.0,2,Gustav,other
211835740,stationary,0.005,4,Ars Vivendi,other
211837350,stationary,0.0,2,Doemitz,other
211837710,stationary,0.007,10,Geraldine,other
211837750,stationary,0.002,2,MMSI 211837750,pleasure
211838060,stationary,0.006,6,Annegret,other
211841140,stationary,0.001,4,MMSI 211841140,other
211842170,stationary,0.002,2,Crumpet,other
211844780,stationary,0.04,40,MMSI 211844780,other
211846120,stationary,0.001,2,Pelian,other
211848030,stationary,0.189,2,Lianca,other
211848240,stationary,0.006,2,Seapearl,other
211849950,stationary,0.01,8,J.N.,other
211851840,stationary,0.019,2,Zoe Live,other
211854900,stationary,0.031,26,Phie,other
211856760,stationary,0.002,2,Keen Tied,other
211857210,stationary,0.0,2,Sumerton,other
211859920,stationary,0.175,33,Habicht,pleasure
211877820,stationary,0.01,8,Peter Pan,other
211879130,stationary,0.0,2,Margaret,other
211879710,stationary,0.001,2,Jasmin,pleasure
211884000,stationary,0.006,4,Luneplate,anti_pollution
211887460,stationary,0.075,8,MMSI 211887460,other
211890000,stationary,0.027,402,Kloar Kimming,other
211890260,stationary,0.01,50,MMSI 211890260,other
211892750,stationary,0.004,2,MMSI 211892750,other
211894140,stationary,0.014,4,Haven Van Schlschl,pleasure
211894590,stationary,0.0,2,Muelheim,other
211897850,stationary,0.001,2,Mzb 35,other
211899990,stationary,0.004,2,Pollux,other
211918000,stationary,0.002,10,MMSI 211918000,other
211999980,stationary,0.001,2,MMSI 211999980,other
212121212,stationary,0.114,2,Yco,other
214010365,stationary,0.001,2,MMSI 214010365,other
218000170,stationary,0.011,2,Queen,other
218001650,stationary,0.04,2,Luna,other
218008330,stationary,0.0,2,Rob,other
218011050,stationary,0.003,4,MMSI 218011050,other
218011660,stationary,0.167,2,Seaquest,other
218017340,stationary,0.0,2,Old Lady,pleasure
218019940,stationary,0.01,6,Aaliyah,other
218020500,stationary,0.006,2,MMSI 218020500,other
218022590,stationary,0.141,96,Skipper,other
218027190,stationary,0.1,16,Lotus,other
218027360,stationary,0.002,2,Makker 21,other
218029270,stationary,0.1,306,MMSI 218029270,other
218031230,stationary,0.008,4,MMSI 218031230,other
218032910,stationary,0.0,2,Teeklipper,other
218033630,stationary,0.001,2,Chilltime,other
218035220,stationary,0.0,2,Dorsten,other
218035360,stationary,0.001,2,Spindrift,other
218036210,stationary,0.018,8,Marabu,other
218037530,stationary,0.04,2,MMSI 218037530,other
218041620,stationary,0.007,4,Orion,other
218041900,stationary,0.001,2,MMSI 218041900,other
218043750,stationary,0.01,2,Frejas,other
218046230,stationary,0.001,2,Trimare Ii,other
218046500,stationary,0.007,80,Leeloo,other
218048020,stationary,0.009,2,Relana,other
218051530,stationary,0.0,2,MMSI 218051530,other
218052070,stationary,0.008,6,Dafne,other
218052500,stationary,0.017,18,Caru,other
218053400,stationary,0.001,2,MMSI 218053400,other
218053500,stationary,0.0,2,MMSI 218053500,other
218054220,stationary,0.003,8,MMSI 218054220,other
218058160,stationary,0.0,2,MMSI 218058160,other
218058360,stationary,0.121,2,MMSI 218058360,other
218060870,stationary,0.001,4,MMSI 218060870,other
219000016,stationary,0.015,2,MMSI 219000016,other
219000017,stationary,0.085,34,Telenautic,other
219000076,stationary,0.147,168,Mrd1,other
219000077,stationary,0.001,2,Mrd2,other
219000225,stationary,0.011,1484,Slipshavn Mhv Skole,other
219000338,stationary,0.018,8,MMSI 219000338,other
219000339,stationary,0.061,2,MMSI 219000339,other
219000342,stationary,0.006,2,Mrd6,other
219000542,stationary,0.001,2,Sweet Dream,pleasure
219001191,stationary,0.007,2,Dynekilen,cargo
219001234,stationary,0.001,2,Andrea,other
219001246,stationary,0.045,2,Servus,pilot
219001614,stationary,0.034,40,Else To,other
219002226,stationary,0.042,2250,Havternen,other
219002847,stationary,0.065,138,Liv Hm93,other
219002948,stationary,0.004,2,Etiva,pleasure
219003847,stationary,0.005,6,MMSI 219003847,other
219004183,stationary,0.098,36,MMSI 219004183,other
219004247,stationary,0.009,10,Gefion,other
219004333,stationary,0.001,2,Annette,other
219004902,stationary,0.0,2,MMSI 219004902,other
219005289,stationary,0.003,2,Dagmar,other
219005325,stationary,0.009,8,Ddd,other
219005938,stationary,0.004,4,Gitte Christina E325,fishing
219006033,stationary,0.071,2,Luna,fishing
219006038,stationary,0.001,2,Nd53,pleasure
219006156,stationary,0.001,2,Nd140 Bettina,other
219006257,stationary,0.003,2,Vibeke,other
219006348,stationary,0.086,468,Zille 1,other
219006592,stationary,0.008,6,Bolette Munkholm,other
219006678,stationary,0.024,6,Kaperen,other
219007108,stationary,0.033,36,S/Y Kamina,other
219007319,stationary,0.011,2,Martin N,other
219008931,stationary,0.0,2,T).!,other
219008998,stationary,0.006,14,Better Than Fiction,other
219009082,stationary,0.009,302,Boelgebabsen,other
219009397,stationary,0.004,2,Elisabeth M,high_speed
219010764,stationary,0.03,2764,Sunrise,other
219011101,stationary,0.0,2,Pryedator,pleasure
219011499,stationary,0.0,2,MMSI 219011499,other
219011649,stationary,0.004,12,Rs 33 Louise Fusager,other
219011790,stationary,0.002,2,Qi,other
219011987,stationary,0.001,2,Ro,other
219012283,stationary,0.009,2,Tinkerbell,other
219012334,stationary,0.0,2,Test,other
219012871,stationary,0.008,2,Mystique,other
219012944,stationary,0.039,6,Nanoq,other
219013225,stationary,0.0,2,MMSI 219013225,other
219013495,stationary,0.006,2,Freja Af Mou,pleasure
219014493,stationary,0.013,4,Njord,other
219014798,stationary,0.125,6,MMSI 219014798,other
219014906,stationary,0.004,2,Natali,other
219015091,stationary,0.019,2,Sy Iris - Solosailor,other
219015297,stationary,0.008,6,MMSI 219015297,other
219015365,stationary,0.017,14,Inn-Star,other
219015427,stationary,0.0,2,Vigen,tug
219015693,stationary,0.045,56,Skipperpiben Xl,other
219015813,stationary,0.002,2,Sputnik,pleasure
219015816,stationary,0.006,10,Frk Himmelblaa 3,pleasure
219016307,stationary,0.003,2,Heltripeka,pleasure
219016548,stationary,0.153,82,Lady Swan,other
219016595,stationary,0.005,2,MMSI 219016595,other
219016718,stationary,0.02,2,Peach Melba,other
219016889,stationary,0.013,42,Baggers,other
219017011,stationary,0.001,2,Loke Viking Frc,other
219017037,stationary,0.01,2,Westh-Point,other
219017321,stationary,0.0,2,Jesper Saj,other
219017541,stationary,0.022,2,Esvagt Dc 6,other
219017782,stationary,0.086,10,Maersk Tackler,other
219017783,stationary,0.009,2,Maersk Tracer,tug
219018127,stationary,0.003,2,Pyrenees,other
219018372,stationary,0.033,14,Bacon,pleasure
219018489,stationary,0.006,2,Sar Bil Esbjerg,search_and_rescue
219018515,stationary,0.004,4,MMSI 219018515,other
219018624,stationary,0.01,10,MMSI 219018624,other
219018754,stationary,0.002,4,Team Solyst,other
219019453,stationary,0.059,26,Complex Ii,other
219019579,stationary,0.008,2,A.P.Julica,other
219019814,stationary,0.006,2,Esvagt Stb 7B 3,search_and_rescue
219020030,stationary,0.046,34,Airborne,pleasure
219021477,stationary,0.008,6,Saelen,other
219021646,stationary,0.006,18,Styrbjoern Ii,pleasure
219021823,stationary,0.0,2,X Mei,other
219021954,stationary,0.003,2,Sibylle,other
219022075,stationary,0.01,2,Gry,pleasure
219022231,stationary,0.008,2,Nirwana,pleasure
219022420,stationary,0.008,2,Team Suellen,other
219022624,stationary,0.007,2,Christina,other
219022708,stationary,0.004,2,Martine,other
219022859,stationary,0.001,2,Soehesten Freja,other
219023206,stationary,0.003,2,Scott Iv,other
219023452,stationary,0.004,12,Sea Antelope,pleasure
219023535,stationary,0.004,12,Strit,other
219023561,stationary,0.004,2,Pern,other
219023608,stationary,0.036,4,MMSI 219023608,other
219023752,stationary,0.127,1604,Bla Fritid,other
219023843,stationary,0.008,18,Sirius,other
219024101,stationary,0.0,12,Ragnar,other
219024199,stationary,0.006,478,MMSI 219024199,other
219024237,stationary,0.012,2,Team M-Banden,pleasure
219024274,stationary,0.002,2,Cassiopeia,pleasure
219024980,stationary,0.064,2,MMSI 219024980,other
219025078,stationary,0.01,14,Sea Star,other
219025436,stationary,0.001,2,Maja,other
219025498,stationary,0.019,16,Svend T,other
219025557,stationary,0.004,4,Pegasus,other
219025649,stationary,0.001,2,Havkrydseren,other
219026290,stationary,0.02,8,China Girl,other
219026718,stationary,0.006,10,Adele,other
219026834,stationary,0.006,6,Karen,other
219027022,stationary,0.006,8,Relax,pleasure
219027065,stationary,0.003,2,Stena Forecaster,other
219027160,stationary,0.011,48,7Sea,other
219027276,stationary,0.036,4,MMSI 219027276,other
219027287,stationary,0.001,8,Nette,other
219027396,stationary,0.014,4,Sally,other
219027733,stationary,0.004,4,Flender 2,pleasure
219027780,stationary,0.003,2,Lille Bjorn Ii,other
219028371,stationary,0.099,50,Loevehjerte,pleasure
219028399,stationary,0.024,6,Miss Elvir,pleasure
219028462,stationary,0.016,2,Angel,other
219028582,stationary,0.07,4,3X2,other
219028760,stationary,0.032,72,Luna,other
219028782,stationary,0.008,4,Minos,other
219028862,stationary,0.003,2,Hakuna Matata,other
219029165,stationary,0.003,2,Cappuccino,other
219029942,stationary,0.173,1800,Cariad,other
219030079,stationary,0.016,4,Aarsleff 19,other
219030122,stationary,0.006,2,Esvagt Frb 105,other
219030123,stationary,0.001,2,Esvagt Frb 106,other
219030352,stationary,0.069,4,Grady,other
219030594,stationary,0.003,4,Dora,pleasure
219030849,stationary,0.009,4,Endragon,pleasure
219030940,stationary,0.009,4,Scarab Racing,pleasure
219031024,stationary,0.0,2,Heimdal R,dredger
219031067,stationary,0.013,26,La Vita,pleasure
219031274,stationary,0.021,1358,Tunnel Harbour Rdby,other
219031285,stationary,0.004,2,Lynet,other
219031321,stationary,0.011,4,Carpe Diem,pleasure
219031396,stationary,0.004,2,MMSI 219031396,other
219031490,stationary,0.13,14,Fru Falck,other
219031508,stationary,0.004,2,Arvika,pleasure
219032041,stationary,0.03,6,Camille,other
219032294,stationary,0.019,8,Nordlyset,pleasure
219032319,stationary,0.004,6,Artemis,pleasure
219033025,stationary,0.0,2,Ditteline,other
219033108,stationary,0.007,2,MMSI 219033108,other
219033201,stationary,0.137,34,Savannah,other
219033350,stationary,0.02,2,Abelone,other
219033809,stationary,0.001,2,Vsbv Asneas,other
219033825,stationary,0.082,4,MMSI 219033825,other
219033873,stationary,0.004,4,Laxen,other
219033894,stationary,0.078,14,Jenny May,other
219034113,stationary,0.008,84,Nirvana,pleasure
219034157,stationary,0.019,16,My Love,other
219034256,stationary,0.011,4,Ok Teqnik,other
219034268,stationary,0.007,2,Wind Discovery,dredger
219034353,stationary,0.046,768,Cgvance,anti_pollution
